"","Energy","Fat","Saturated_fat","Carbohydrate","Sugars","Proteins","Salt","Sodium","Score"
"1",176,0,0,10.6,10.6,0,0,0,"E"
"2",176,0.2,0,6.6,3,2.1,0.04,0.016,"A"
"4",238,1,0.1,12,5.5,0.2,0.2,0.079,"B"
"5",209,0.6,0.2,9.9,7.1,1.3,0.1,0.039,"B"
"6",1072,4.7,0.4,31.5,28.7,10.2,19.3,7.598,"D"
"7",1120,14,2,24,7.7,10,0.91,0.358,"C"
"8",668,5.1,0.4,23,5.3,4.2,1.2,0.472,"C"
"9",594,9.2,1.1,4.8,4.8,7,1.1,0.433,"C"
"10",618,9,4,6.8,5.8,6.6,1,0.394,"C"
"11",575,5.6,0.6,5.9,5.1,13.1,1.48,0.583,"C"
"12",201,0.9,0.1,7.6,5.8,1.2,1.5,0.591,"C"
"14",2105,33,2.5,44,38,12,0.03,0.012,"D"
"15",1879,16.8,6.1,61.3,19.2,9.4,0.23,0.091,"D"
"16",2001,24,1.7,56,56,8.4,0.01,0.004,"D"
"17",1460,2.5,0.5,72,0.5,8.2,0.03,0.012,"A"
"18",1489,6.3,0.4,45.1,2.2,21,0.05,0.02,"A"
"19",1595,34.6,3.3,11.1,0.9,6.2,1.28,0.504,"D"
"20",1544,1.7,0.9,76,50.6,9.9,0.5,0.197,"E"
"21",1774,9.2,1,79.2,24.3,4.5,0.2,0.079,"C"
"22",167,2.7,0.5,2.5,2.5,0.7,0.8,0.315,"A"
"23",88,0.5,0.1,1.1,0.7,2.2,0.8,0.315,"A"
"24",172,1,0.16,6.3,0.1,1.2,0.68,0.268,"B"
"25",845,16.4,9.3,3.1,3.1,10.4,0.43,0.169,"C"
"26",674,6.5,0.9,12,0.5,12,1.5,0.591,"B"
"27",7900,160,23.7,26.7,9.33,80,0.033,0.013,"E"
"28",561,14,2.2,0,0,0.5,2.5,0.984,"D"
"29",1467,1.4,0.46,75.7,0.22,6.9,0.025,0.01,"A"
"30",1640,10.9,6.7,66.9,33.6,5.4,0.29,0.114,"D"
"31",163,0,0,9.6,9.6,0,0,0,"E"
"32",0,0,0,0,0,0,0,0,"B"
"33",2531,49.2,6.3,10.3,5.6,26.5,1.78,0.701,"E"
"34",1582,5,0.5,64,4,15,1.3,0.512,"A"
"35",1259,24.5,4.1,11.4,9,6.4,0.9,0.354,"C"
"36",724,1.7,0.3,33,7.1,5.2,1.5,0.591,"C"
"37",314,2,0.3,9.6,9.3,3.6,0.2,0.079,"B"
"38",1485,11.9,7.4,54.2,30.2,6.7,0.4,0.157,"D"
"39",2276,34,4,52.6,0.5,6.8,1.3,0.512,"C"
"40",1682,30,20,0,0,32,1.6,0.63,"D"
"43",2151,52,5.5,5.5,4,5,3.37,1.327,"E"
"44",2607,50,9.2,21.7,5.8,18.5,1,0.394,"D"
"45",485,3.1,0,0.2,0,27,1,0.394,"B"
"46",2552,48,29,33,29,6.9,0.05,0.02,"E"
"47",192,0.8,0.1,8.3,6.3,1.4,0.07,0.028,"B"
"48",1510,33,23,1,0.5,16,1.5,0.591,"D"
"49",987,7.7,0.3,19,1.9,19,1.3,0.512,"A"
"50",167,2,0.3,1.6,0.8,3.6,0.05,0.02,"A"
"51",2192,20,4.6,79.3,0.1,6.1,4,1.575,"E"
"52",1515,2.3,0.5,76.8,7.4,7.2,0.72,0.283,"B"
"54",1707,13.7,8.1,57.8,28.1,7.6,0.4,0.157,"D"
"55",1628,7.1,4.6,74,26,5.9,0.8,0.315,"D"
"56",172,0.8,0.1,5.8,4.9,1.5,1.2,0.472,"C"
"57",460,2,0.5,18.8,15.9,3.5,0.15,0.059,"B"
"58",2109,23,2.2,64,6.4,8.3,2.14,0.843,"D"
"59",1992,19,1.9,67,7,8.6,2.2,0.866,"D"
"61",297,1.8,0.4,10,9.4,3.3,0.1,0.039,"B"
"62",2632,52.3,26.7,25.7,21.7,9.2,0.01,0.004,"D"
"63",2703,55,5,8.3,1.5,27.9,1.9,0.748,"D"
"64",914,8.5,3.7,25.1,2.2,9.4,1,0.394,"C"
"65",586,6.8,1.6,16.5,1.5,2.1,1.2,0.472,"C"
"66",226,2.8,0.4,2.3,2.2,3.9,0.25,0.098,"A"
"67",2590,51.2,7.8,11,5.2,24.4,1.03,0.406,"D"
"68",2278,31.6,11,57.6,56.8,6,0.114,0.045,"E"
"69",59,0,0,1.3,0,1.8,1,0.394,"C"
"70",2209,28.5,3.5,57,6.6,9.5,1.8,0.709,"D"
"71",113,0.1,0.1,4.5,4.5,1.1,0.4,0.157,"B"
"72",2301,33.6,6.3,54.5,52.8,5.9,0.1,0.039,"E"
"73",372,0.4,0.1,0.9,0,6.3,0.8,0.315,"A"
"74",1046,18.6,3.2,3.1,0.8,16.5,1.7,0.669,"D"
"75",3059,70.7,5.7,3.9,3.1,16.5,0,0,"D"
"77",88,0,0,5,3.3,0,0,0,"D"
"78",425,2.5,1.6,16,16,3.4,0.13,0.051,"C"
"79",2389,42,26,32,26,9.9,0,0,"E"
"80",456,2.5,0.8,15.5,1.4,5.1,0.88,0.346,"A"
"81",1966,19,15,68,28,4,1.1,0.433,"E"
"82",1536,3.5,2.2,71,68,8,0.1,0.039,"D"
"83",2477,55,30,14,7,10,0.03,0.012,"D"
"84",862,13,2.2,2.7,0.5,19,1.4,0.551,"C"
"85",823,6.2,0.8,27.9,3.1,6.2,1.42,0.559,"C"
"86",1954,18,2,70,20,3.4,0.95,0.374,"C"
"87",1849,30.9,19.5,54.3,0.1,5.4,0.07,0.028,"C"
"88",470,2.1,0.3,14,1.2,6,0.48,0.189,"A"
"90",130,0.3,0.07,4,0.5,1.8,0.013,0.005,"A"
"91",360,0.5,0.5,12.2,0.5,5.3,1.21,0.476,"A"
"92",615,3.5,0.5,24.7,1.1,3.9,1.6,0.63,"B"
"93",640,3.8,0.4,22.8,4.3,6.7,0.7,0.276,"A"
"94",2255,30.9,10.6,57.5,56.3,6.3,0.1,0.039,"E"
"95",1320,4.33,0.667,37.7,18.3,15.3,1.13,0.446,"C"
"96",703,5.8,0.9,4,1,17.5,0.67,0.264,"A"
"97",1372,2,1.4,68.8,67.8,1.9,0.4,0.157,"C"
"99",1410,12.4,1.06,50.7,38,5.7,0.027,0.011,"D"
"100",1824,13.3,1.4,71.8,0,5.1,1.6,0.63,"D"
"101",833,0,0,48,47,0.5,0,0,"C"
"102",1435,1.9,0.6,65,4.3,13,0,0,"A"
"103",180,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"104",1444,1.2,0.2,66.6,3,8.5,0.74,0.291,"A"
"105",515,5.3,3.5,14,14,4.5,0.1,0.039,"C"
"106",271,3.5,0.4,6.2,5.4,1.3,0.965,0.38,"C"
"107",289,4.4,1.6,6,3.3,1.1,0.75,0.295,"C"
"108",2435,47,29,23,18,9.2,0.03,0.012,"E"
"109",188,2.7,1.6,3,2.7,1.6,0.82,0.323,"B"
"110",711,11,1.9,0.6,0.6,17,0.02,0.008,"A"
"112",1230,22.8,5.9,0,0,22.2,1,0.394,"D"
"113",276,0.5,0,14,14,0.6,0.01,0.004,"A"
"114",4,0.1,0,0,0,0,0,0,"B"
"115",511,6.5,1.3,1.4,0.5,13.3,0.01,0.004,"A"
"116",213,1.3,0.2,9.1,5.9,0,0.02,0.008,"E"
"117",4,0,0,0.1,0,0,0.04,0.016,"B"
"118",595,8,1.5,0.4,0.4,16.1,0.025,0.01,"A"
"119",318,3.4,0.4,9,7.4,1.4,1.1,0.433,"C"
"120",998,3.5,0,38.5,0,13.1,0.86,0.339,"B"
"121",1393,3.6,0.5,61,20,9.1,0.15,0.059,"A"
"122",188,1,0.2,8.9,4.1,0,0.15,0.059,"B"
"123",2255,30.9,10.6,57.5,56.3,6.3,0.1,0.039,"E"
"125",54,1.1,0.1,0.5,0.2,0,0.19,0.075,"B"
"126",1460,0,0,87.2,81.5,0,0,0,"D"
"127",402,3,2.1,12,12,5.1,0.1,0.039,"B"
"128",482,0,0,28,26,0,2.6,1.024,"D"
"129",636,0.1,0,35.5,27.8,1.2,1.8,0.709,"D"
"130",321,0.37,0.16,17.2,12.8,1.2,1.7,0.669,"C"
"131",2293,36.9,3.1,33.5,30.9,15,0.01,0.004,"C"
"132",1565,1,0.3,80,5,8,1.5,0.591,"C"
"133",414,2.6,1.6,12,11,6.8,0.1,0.039,"B"
"134",749,6.3,0.7,25,5.3,4.3,1.2,0.472,"C"
"135",331,0.2,0.1,12.9,5,4.7,0.6,0.236,"A"
"136",1904,20.3,13.2,52.8,48.3,3,0.005,0.002,"E"
"137",176,0.1,0,9.7,9.5,0.6,0,0,"C"
"138",1904,20.3,13.2,52.8,48.3,3,0,0,"E"
"139",0,0,0,0,0,0,0.07,0.028,"B"
"140",2393,37.3,17.3,49.5,41.2,8.6,0.3,0.118,"E"
"141",176,0,0,10.6,10.6,0,0,0,"E"
"142",617,6.7,0.6,15.4,6.2,4.7,1.35,0.531,"C"
"143",594,3.5,1.3,3.4,0,22.9,1.89,0.744,"C"
"144",854,11.6,1.3,0.8,0.8,19.7,2,0.787,"C"
"145",1151,16.3,2.2,15.7,0.5,14.3,1.22,0.48,"B"
"146",1029,16.2,1.8,10.7,0.9,12.4,1.56,0.614,"B"
"147",1138,16.8,1.9,11.2,0.8,16.7,1.41,0.555,"B"
"149",2167,31,19,49,48,5.5,0.1,0.039,"E"
"150",264,0,0,14,12,0.4,0,0,"A"
"151",582,6.1,0.6,14.9,6.1,4.2,0.55,0.217,"A"
"152",205,3.4,1.2,0,0,4.5,0.1,0.039,"A"
"153",221,3.6,0.5,0,0,5,0.1,0.039,"A"
"154",2615,56.5,6.5,7.5,5,18,0,0,"C"
"155",874,12,4.5,20,1.1,5.2,0.73,0.287,"C"
"156",199,1,0.1,9.3,8.7,0.7,0.12,0.047,"B"
"157",155,0.5,0.1,6.6,5,0.8,0.11,0.043,"B"
"158",665,2.4,0.3,29.4,0.2,4,0.5,0.197,"B"
"159",163,0.7,0.06,7.8,3.5,0.4,0.09,0.035,"B"
"160",210,0.8,0.1,9.5,6.5,0.9,0.07,0.028,"B"
"161",925,3.1,0.4,39,4,7.2,0.49,0.193,"A"
"162",2460,50,7,12,0.3,18,0.03,0.012,"C"
"163",67,0.7,0.2,0,0,1,1.8,0.709,"C"
"164",2184,34,5,51,1.4,3.8,1.372,0.54,"D"
"165",2075,25,12,59,1.9,7.7,3.1,1.22,"E"
"166",329,3.5,0.3,10,7.4,1.5,1.2,0.472,"C"
"167",1024,2,0.4,47,4,9,1.27,0.5,"B"
"168",144,0.66,0.19,5.4,0.24,1,0.9,0.354,"A"
"169",381,0.7,0.4,16.4,14.8,3.6,0.16,0.063,"B"
"170",2000,19,1.9,67,7.1,8.3,1.8,0.709,"D"
"171",1787,12,5.8,66,15,9.2,0.1,0.039,"C"
"173",439,1.8,0.7,1.1,0.9,22,1.9,0.748,"C"
"174",669,3.1,1.6,26.2,5,5,0.85,0.335,"C"
"175",612,15.3,3,0.1,0.1,0.9,4,1.575,"C"
"176",1042,0.1,0.1,11,10.4,1.2,0.9,0.354,"C"
"178",2552,48.8,29.3,27.6,19.2,9.9,0,0,"D"
"179",2590,51.2,30.7,23.5,14.4,10.6,0,0,"D"
"182",748,5.5,0.74,25,2.7,5.6,1,0.394,"B"
"183",1059,4.5,1.2,45.1,3.5,5,2.05,0.807,"C"
"184",2257,38,23,35,30,9.8,0.03,0.012,"E"
"185",1454,2.8,0.4,66,1.4,9,0.025,0.01,"A"
"186",1594,0.9,0.2,86,27,6.2,0.5,0.197,"C"
"187",1506,0.6,0.3,77,0.7,7.7,0.07,0.028,"A"
"188",151,1.1,0.2,5.1,3,1,0.8,0.315,"C"
"189",163,1.3,0.2,5.5,2.9,0.9,0.7,0.276,"C"
"190",343,0,0,11,0,6.4,0.04,0.016,"A"
"191",218,0,0,12.4,12.3,0,0,0,"B"
"192",373,0.5,0.1,9.7,1.4,7.1,0.73,0.287,"A"
"193",2824,63,5.7,11,6.9,14,0.01,0.004,"D"
"194",155,2.2,0.3,2.9,1.9,0.9,0.8,0.315,"C"
"195",377,2.2,0.5,9.5,0.7,5.5,0.8,0.315,"B"
"196",135,0.3,0,4.5,2.1,1.6,0.04,0.016,"A"
"199",1448,1.8,0.4,55,0.9,21,0.04,0.016,"A"
"200",197,2.2,0.2,5.5,5.5,1,0.08,0.031,"B"
"201",770,4.8,0.6,28,0,5.3,0.5,0.197,"A"
"202",615,2.7,0.5,24.3,3.8,4.9,0.8,0.315,"B"
"203",941,9.8,3.5,23.2,5,9.5,1,0.394,"C"
"204",2925,67.4,15.5,3.6,2.3,14.7,0.01,0.004,"D"
"205",159,0,0,5.8,3.5,3.1,2.7,1.063,"C"
"206",1481,0.4,0.1,80.4,0.2,6.7,0.01,0.004,"A"
"207",360,1.18,0.18,19.22,3.22,3.22,0.03,0.012,"A"
"208",264,3.6,2.4,4.6,4.6,3.1,0.1,0.039,"B"
"209",1017,11,7,26,1,10,1.3,0.512,"D"
"210",1159,23,2.6,0.4,0.4,16,1.2,0.472,"C"
"211",330,1.5,0.14,6.9,3.8,9.2,0.3,0.118,"A"
"212",521,7.9,0.7,3.1,1.8,9.6,1.08,0.425,"A"
"213",1222,18.8,2.3,5.2,1.1,25.4,1.8,0.709,"D"
"214",1176,16.27,1.89,5.99,3.51,27.77,1.62,0.638,"D"
"215",670,4.7,0.7,14.8,1.8,11.2,1.4,0.551,"A"
"216",823,1.9,0.3,34.5,1.5,8.9,0.93,0.366,"B"
"217",1046,17.6,2.5,1.1,0.8,15.2,1,0.394,"A"
"218",2008,20,9.8,69,38,5,0.9,0.354,"E"
"219",1490,1.5,0.1,52,52,34,0.55,0.217,"D"
"220",427,0.1,0.1,23.2,22.8,1.2,1.8,0.709,"D"
"221",276,0.1,0.1,14.2,11.3,0.5,0.01,0.004,"A"
"222",363,2.3,0.8,11,1.9,2.7,0.06,0.024,"A"
"223",230,0.4,0.1,9.9,9.3,1,0.02,0.008,"A"
"225",690,7.2,0.9,22,2,2.1,0.96,0.378,"C"
"226",983,18,12,1.3,0.8,17,0.7,0.276,"C"
"227",146,0,0,4.5,4.5,1.4,0.01,0.004,"A"
"228",146,1.2,0.2,3.7,3.5,2.2,0.09,0.035,"A"
"229",146,1.2,0.2,3.7,3.5,2.2,0.09,0.035,"A"
"230",195,0.8,0.1,8.3,6.3,1.4,0.07,0.028,"B"
"231",172,0.7,0.1,6.2,5.4,2.3,0.05,0.02,"B"
"232",172,0.7,0.1,6.2,5.4,2.3,0.05,0.02,"B"
"233",0,0,0,0,0,0,0,0,"B"
"234",188,1.2,0.2,6.2,4.4,1.3,1.05,0.413,"C"
"235",3766,100,86.5,0,0,0,0,0,"E"
"236",1519,6.6,1.2,59,1.1,12,0,0,"A"
"237",3,0,0,0.1,0,0,0.04,0.016,"B"
"241",2037,23.7,2.9,60.8,2.1,5.5,1.87,0.736,"D"
"242",2048,23.6,2.9,61.2,2,5.8,1.67,0.657,"D"
"243",1099,16,2.1,22,3.3,7.4,1.5,0.591,"D"
"244",299,0.8,0.1,13.1,4.5,2.2,1.14,0.449,"C"
"245",1494,1.8,0.5,71.2,2.2,12.4,0.01,0.004,"A"
"246",1513,1.3,0.2,73,1.5,12,0.08,0.031,"A"
"247",1749,8.1,1.2,70.2,1.3,14.2,1,0.394,"B"
"248",387,1.5,0.1,14,2.1,4.4,0.49,0.193,"A"
"249",559,4.8,0.6,17.2,1.4,4.2,0.6,0.236,"A"
"250",571.6,8.9,1.1,7.8,0.1,4.9,1,0.394,"B"
"251",137,1.6,0.2,5.4,1.1,0.6,0.7,0.276,"B"
"252",782,11,1.9,2.1,0.5,19,1.6,0.63,"C"
"253",1146,20.9,3.64,0.5,0,21,1.2,0.472,"D"
"254",197,1.7,0.3,9.5,4.3,3,0.06,0.024,"A"
"256",1159,29.8,20.2,2.1,0.6,2,1.6,0.63,"E"
"257",92,0.2,0,4.1,0,0.9,0,0,"B"
"258",2000,21,4.9,49,2.9,19,1,0.394,"C"
"259",1435,0.7,0.2,76,0,7.4,0.01,0.004,"A"
"260",1435,0.7,0.2,76,0,7.4,0.01,0.004,"A"
"261",2213,29,13,64,8,3,0,0,"D"
"262",1460,3,0.9,66,3.5,13,0.11,0.043,"A"
"263",167,0,0,10.2,9.7,0.2,0,0,"E"
"264",59,0,0,2.8,2.6,0.8,1,0.394,"D"
"265",1481,1.9,0.4,70,0.3,12,0,0,"A"
"266",649,7.3,4.07,0.4,0,22.03,1.3,0.512,"C"
"267",907,1.6,0.2,42,5.1,8,0.9,0.354,"A"
"268",575,4.9,0.6,17,3.7,6.2,0.1,0.039,"A"
"270",554,11,1.4,5.7,4.3,1.8,1,0.394,"C"
"271",427,0.1,0,23.2,22.8,1.2,1.9,0.748,"D"
"272",1715,14,1.3,65,1.4,6.8,0.65,0.256,"A"
"273",1644,5,0.5,71,2,13.5,0.03,0.012,"A"
"274",1713,14.7,2.1,62.2,29.1,5.6,0.1,0.039,"D"
"275",565,13,11.7,1.9,1.4,1.6,0.05,0.02,"D"
"276",1527,33,24,0.5,0.5,17,1.3,0.512,"D"
"277",849,17.1,3,10.6,1.9,1.8,1.5,0.591,"A"
"279",1859,23,3.7,53,23,5,0.9,0.354,"D"
"281",1866,32.4,19.2,47.6,0.5,5.5,0.07,0.028,"C"
"282",740,10.7,2,15,1,3.3,0.95,0.374,"B"
"283",1033,3,0.5,43,3,9,1.275,0.502,"A"
"285",238,1,0.1,6.3,5.8,3.8,1.8,0.709,"C"
"286",176,2.6,2.5,4,3.7,0,0.02,0.008,"E"
"287",146,2,0.3,1,0.5,3,0.12,0.047,"A"
"288",4,0,0,0,0,0,0.02,0.008,"B"
"291",1540,10,5,67,50,6.3,0.01,0.004,"D"
"294",2489,52,31,16,12,9.5,0,0,"E"
"295",2239,35.7,14.3,60.7,21.4,1,0,0,"D"
"296",2255,34,18,49,48,5.3,0.15,0.059,"E"
"297",845,0.5,0.1,48,48,0.9,0.15,0.059,"C"
"298",2247,33,20,49,45,6.6,0.02,0.008,"E"
"299",1485,0.1,0.1,86,0,0.4,0.01,0.004,"C"
"300",314,1.5,0.3,12,10,2.5,0.07,0.028,"E"
"301",314,1.5,0.3,12,10,2.5,0.09,0.035,"E"
"302",314,1.5,0.3,12,10,2.5,0.09,0.035,"E"
"303",194,2.9,0.3,3.2,2,1.6,0.102,0.04,"D"
"304",170,1.1,0.2,5.5,4.5,2.1,0.02,0.008,"D"
"305",287,1.1,0.2,12.3,12,2.1,0.02,0.008,"E"
"306",203,2.8,0.4,4.4,3.3,0.9,0.79,0.311,"B"
"307",1342,3.5,0.6,42,22,14,1.3,0.512,"C"
"308",1653,37,23,0.5,0.5,17,3.2,1.26,"E"
"309",2033,22,13,65,31,6.6,0.6,0.236,"E"
"310",2054,22,12,65,40,6.3,0.78,0.307,"E"
"311",1774,20,3.2,54,29,6.9,1.6,0.63,"E"
"312",305,0.2,0,17,17,0.5,0,0,"A"
"313",419,3.6,1.5,11.4,3.3,4.7,0.9,0.354,"C"
"314",1146,10.1,1.3,38.8,2,6.3,1.83,0.72,"D"
"315",1920,27,5,50,35,4.9,0.6,0.236,"D"
"316",1464,1.2,0.3,70.5,3.2,12.5,0,0,"A"
"317",634,3.9,1.1,21,1.7,6.5,0.57,0.224,"A"
"318",1615,3.4,1.6,76,46,8.2,1.2,0.472,"E"
"319",2025,21,4.7,64,20,7.7,1.45,0.571,"D"
"320",1879,17,2,55,18,13,0.53,0.209,"C"
"321",544,4,0.6,0,0,11,0.16,0.063,"A"
"322",510,5.8,2.1,8.1,0.8,6.5,0.6,0.236,"A"
"323",1590,1.7,0.3,84,6,6,1.4,0.551,"C"
"324",167,0.9,0.2,6.3,4.7,1.3,0.1,0.039,"B"
"325",1414,1.7,0.3,63,2.4,9.6,1.25,0.492,"A"
"327",1584,0.8,0.2,82,7,8,1.6,0.63,"C"
"328",289,0.1,0.1,8.5,3.6,5.2,1.1,0.433,"A"
"329",2330,40.4,24.8,37.9,32.5,6.8,0,0,"E"
"330",1887,12,1.1,78,19,6.6,0.38,0.15,"C"
"331",2594,53.7,32.2,12.9,1,13.9,0,0,"D"
"332",88,0.5,0.1,1.6,1.6,1.8,0.08,0.031,"A"
"334",448,0.1,0,24.4,20,1.1,2.67,1.051,"D"
"336",1163,6,0.6,45.2,5,9,1,0.394,"A"
"338",1556,16,10.2,16.3,0.7,25.5,0.03,0.012,"D"
"339",1339,11,6.5,16,0.5,21,0.08,0.031,"A"
"340",1589,12.54,8,31.2,2,24.89,0.02,0.008,"C"
"341",669,8.3,1.3,5.5,0.9,15,0.57,0.224,"A"
"342",342,0.5,0.1,10,2.2,6.2,0.6,0.236,"A"
"343",230,15,2.1,17,15,4.8,0.3,0.118,"B"
"344",2084,24,13,63,26,6,1.1,0.433,"E"
"346",824,0,0,48,47.2,0.5,0,0,"C"
"347",1556,32,3.4,1,0,20,0.78,0.307,"C"
"348",188,0,0,11,9,0,0,0,"C"
"349",1464,0,0,79.1,65.2,4.6,0.2,0.079,"D"
"350",1063,20,14,0,0,19,1.4,0.551,"D"
"351",270,3.2,0.5,7.4,2.7,0.9,1.194,0.47,"C"
"352",296,0.6,0.12,13.5,5,2.6,0.61,0.24,"B"
"353",296,0.6,0.12,13.5,5,2.6,0.61,0.24,"B"
"355",264,0.7,0.1,11,3.8,1.8,0.07,0.028,"A"
"356",251,0.9,0.7,12.5,6.5,0.3,0.075,0.03,"B"
"358",2113,23,13,67,31,5.5,0.58,0.228,"E"
"359",1163,1.27,0,59.5,54.9,2.9,0,0,"B"
"360",3766,91,13,0,0,0,0,0,"D"
"362",1870,32.6,3.7,15.5,2.4,21.5,0.28,0.11,"B"
"363",188,1.4,0.2,5.2,4.7,2,0.02,0.008,"E"
"364",159,1.2,0.1,6.1,5.8,0.5,0.02,0.008,"E"
"365",146,1.3,0.2,5.4,2.6,0,0.15,0.059,"B"
"366",322,2.3,0.6,13,10,0.6,0.08,0.031,"D"
"367",230,1.1,0.1,10.5,5.5,0.7,0.08,0.031,"B"
"368",1064,25,2.6,3.5,0.3,3.9,0.72,0.283,"C"
"369",1161,25,3,7.1,0.4,5.3,1,0.394,"C"
"370",1425,25.5,2.8,11.5,1.9,6.1,0.9,0.354,"C"
"371",904,7.5,0.8,24.5,6.9,8.9,0.8,0.315,"A"
"372",1563,1.38,0.21,61.3,5.9,22.3,0.42,0.165,"A"
"373",328,3.9,0.5,8.9,7.6,1.3,1.1,0.433,"C"
"374",222,0.2,0.1,11.4,9.8,0.5,0.02,0.008,"A"
"375",431,0.1,0,23.2,22.8,0.9,1.801,0.709,"D"
"376",1159,2.9,1.8,54,14,7.2,0.83,0.327,"C"
"377",101.14,0.49,0.15,3.06,2.97,1.09,0.01,0.004,"A"
"378",205,2.8,0.4,4.4,3.3,0.9,0.79,0.311,"B"
"379",333,3.2,0.5,5,1,6,0.6,0.236,"A"
"380",477,2.1,0.6,19,15,3.5,0.1,0.039,"B"
"381",761,14,9.6,3,3,11,0.92,0.362,"D"
"382",238,3.9,0.7,3.9,2.8,0.8,0.8,0.315,"C"
"384",1284,5.6,0.53,54.5,5.5,8,1.775,0.699,"D"
"385",2029,22,5.8,61.8,24.7,6.3,0.6,0.236,"D"
"386",2297,42.8,26.8,23.6,16.8,10.2,0,0,"E"
"387",2033,24,14,59,24,6.9,0.1,0.039,"E"
"388",1598,6.1,0.76,64.2,1.5,14.1,0.01,0.004,"A"
"389",795,4.4,0.8,30,0.5,5.7,1.2,0.472,"B"
"390",1523,2,0.5,71.2,3.5,12.5,0.005,0.002,"A"
"391",1499,1.5,0.3,72,3.5,11,0.08,0.031,"A"
"392",0,0,0,0,0,0,40,15.748,"C"
"393",1615,4.5,0.1,67.8,4.4,13.2,0.03,0.012,"A"
"394",155,1.6,0.3,2.3,2,3,0.08,0.031,"A"
"396",1641,4.6,0.5,73,4.9,11,1.2,0.472,"C"
"397",247,3,0.2,5.5,4,2.5,1.25,0.492,"C"
"398",1443,0.8,0,79,1,5.5,0,0,"B"
"400",1983,19,5.2,68,38,5.4,0.9,0.354,"D"
"401",155,2.2,0.3,2.9,1.9,0.9,0.8,0.315,"C"
"403",243,1.9,0.5,6.2,5.6,3.1,0.12,0.047,"A"
"404",199,0.8,0.2,8.3,6.7,1.4,0.17,0.067,"B"
"405",205,1.1,0.1,9.5,7.3,0,0.07,0.028,"B"
"406",1255,1.6,1.08,10.9,10.12,3.28,0.09,0.035,"C"
"407",75,0,0,4.1,4.1,0,0.13,0.051,"D"
"409",799,9.2,1.6,8.8,7.6,15.6,2,0.787,"D"
"410",347,2.4,2.1,14,9,0.3,0.05,0.02,"B"
"411",390,2.8,2.4,16.2,12.6,0.4,0.3,0.118,"C"
"412",393,2.8,2.4,16.4,12.6,0.5,0.3,0.118,"C"
"413",376,2.8,2.4,15.2,11.5,0.4,0.3,0.118,"C"
"414",385,2.8,0.8,13.5,7.9,2.9,0.067,0.026,"B"
"415",427,5,0.4,12,9,2.1,0.1,0.039,"B"
"416",429,5,0.4,12,9.7,2.1,0.1,0.039,"B"
"417",426,5,0.4,12,8.8,2,0.1,0.039,"B"
"418",423,5.7,0.5,10,7.8,2.3,0.1,0.039,"B"
"419",941,0.1,0.1,55.8,46.1,0.2,0.25,0.098,"C"
"420",347,2.1,0.4,12,11.5,3.7,0.076,0.03,"B"
"421",326,2,0.3,11,10,3.7,0.127,0.05,"B"
"422",680,7,0.75,4,3.1,17,1.5,0.591,"A"
"423",700,8,0.85,4,3.7,16,1.5,0.591,"A"
"424",360,0.6,0.14,12,0.4,5.4,0.52,0.205,"B"
"425",2582,45.9,5.5,22,7.8,24.8,0.85,0.335,"D"
"426",29,0.3,0.1,0.6,0.2,0.4,0.9,0.354,"C"
"427",381,2.3,0.3,13,2,2.8,0.75,0.295,"B"
"430",1414,6,1.1,43.2,2.8,18.2,2,0.787,"D"
"431",1569,0.6,0.1,87,37,4.5,0.83,0.327,"D"
"432",1946,17,1.7,69,7.1,8.3,2.09,0.823,"D"
"433",348,1.7,0.3,13,11,3.1,0.07,0.028,"B"
"434",87,0.1,0,3.5,0.6,0.9,0,0,"A"
"435",2251,33,21,50,47,6.2,0.08,0.031,"E"
"436",146,2.2,0.3,2.9,1.9,0.9,0.8,0.315,"B"
"437",1196,18,11,28,28,2.4,0.08,0.031,"D"
"438",1485,1,0.4,70.5,0.4,14.6,0.43,0.169,"B"
"439",418,1.9,0.2,12.2,0.5,5.7,0.4,0.157,"A"
"440",142,2,0.3,2.7,2.5,0.8,0.75,0.295,"C"
"441",1799,37,25.41,1.3,1.3,23,1.8,0.709,"E"
"442",1418,0,0,81,81,2,0.23,0.091,"D"
"443",2950,65,6.1,13.7,2.6,15.2,0,0,"C"
"444",1025,0.3,0.1,55.8,31.8,2.1,0.1,0.039,"A"
"446",2663,51.4,4.4,20,2.6,20.8,0,0,"C"
"448",2008,22,2.2,63,1.5,6.7,1,0.394,"C"
"449",750,0.8,0.8,70,0.5,0.5,0.01,0.004,"B"
"450",2268,34,21,49,46,6.5,0.02,0.008,"E"
"451",1427,0.4,0.2,82.7,0.3,0.4,0,0,"B"
"452",1895,41,14,3,0.14,17.6,0.7,0.276,"D"
"453",2979,69.1,6.8,3.7,3,15.5,0.02,0.008,"A"
"454",640,16,3,0.1,0.1,1,3,1.181,"D"
"455",13,0,0,0,0,0,1.4,0.551,"C"
"456",1318,26,18,0.1,0.03,21,1.48,0.583,"E"
"457",1447,0.4,0.2,75.4,72.1,1.2,0.03,0.012,"C"
"458",2351,41,24,34,29,9.5,0.1,0.039,"D"
"459",451,0.5,0.1,23.6,22.4,0.5,0.01,0.004,"A"
"460",515,3.8,3.2,20.1,12,0.8,0.1,0.039,"C"
"461",138,1.1,0.2,3.5,2.9,2.1,0.1,0.039,"A"
