"","Energy","Fat","Saturated_fat","Carbohydrate","Sugars","Proteins","Salt","Sodium","Score"
"1411",345,0.4,0.1,11.5,0.7,5.5,0.4,0.157,"A"
"1412",345,0.4,0.1,11.5,0.7,5.5,0.4,0.157,"A"
"1413",142,0.5,0,5.1,1.3,2.1,0,0,"A"
"1414",1406,1.73,0.3,71,0.28,9.07,0.005,0.002,"A"
"1415",1356,1.4,0.3,63.4,0.7,8.6,0.01,0.004,"A"
"1416",1636,3.8,0.4,82.1,18.1,6,0.2,0.079,"C"
"1417",332,1.8,0.3,12,11,3.3,0.15,0.059,"B"
"1418",2281,34,23,52,50,6.5,0.25,0.098,"E"
"1419",775,8,1.4,0,0,28,0.9,0.354,"B"
"1420",1372,0,0,78,69,4,0.1,0.039,"D"
"1421",1000,8.8,1.4,28,1.9,11,1.1,0.433,"B"
"1423",893.4,16.3,6.4,1.2,0.5,15.5,2.1,0.827,"D"
"1424",2263,33.7,19.1,50.5,47.1,6,0.01,0.004,"E"
"1425",180,2.2,0.3,4.6,1.4,0.7,0.75,0.295,"B"
"1426",19,0.5,0,0.7,0,0.5,0.86,0.339,"C"
"1427",267,1.4,1.2,11.7,11.4,0.6,0.1,0.039,"E"
"1428",612,6.4,2.5,12.4,1.5,9.6,0.7,0.276,"B"
"1429",192,0.1,0,4.4,1.84,0.55,0.19,0.075,"B"
"1430",1017,0.1,0.1,35.9,0.5,9.3,2.37,0.933,"C"
"1431",838.3,16,5.3,0.8,0.5,13.5,2,0.787,"D"
"1432",904,18,12,1,0,13,1.1,0.433,"D"
"1433",1,0,0,0,0,0,0,0,"B"
"1434",86,0,0,3.9,3.7,0.5,0,0,"D"
"1435",2105,27,3.8,0,0,5.1,2.1,0.827,"D"
"1436",1628,5.9,0.7,67,4.5,13,1.6,0.63,"B"
"1437",59,0.5,0.5,2.2,1.3,0.8,0.32,0.126,"B"
"1439",1963,18,2.2,66,2.9,9,2,0.787,"D"
"1440",879,2.5,0.5,35,4.5,8.5,1.143,0.45,"A"
"1441",975,3,0.5,40,4.5,10,1.2,0.472,"A"
"1442",2527,48.2,8.2,19,7.7,21.9,0,0,"D"
"1443",950,2.3,0.4,38,2,11,1.143,0.45,"A"
"1444",1578,10,1.8,34.7,10.7,30,0.02,0.008,"B"
"1445",1921,36.1,3.8,0.7,0.6,18.5,0.04,0.016,"C"
"1446",1844,15,7,62,0.5,8,2.5,0.984,"D"
"1447",84,0,0,4.6,4.6,0.5,0.01,0.004,"D"
"1448",4,0.5,0.1,0.5,0.5,0.5,0.06,0.024,"C"
"1449",94,0.5,0.1,5.4,5.3,0.5,0.03,0.012,"D"
"1450",2151,32,5.8,37,29,17,0.04,0.016,"D"
"1453",418,3.2,0.3,17,12,0.6,0.01,0.004,"C"
"1454",1622,1.2,0.1,62,5.9,21,0.03,0.012,"B"
"1455",2510,50,30,24,14,10,0.12,0.047,"D"
"1456",2406,42,25,36,29,9.1,0.12,0.047,"D"
"1457",615.49,8.55,1.35,1.62,0.03,15.2,0.1,0.039,"A"
"1458",48,0,0,2.4,2.4,0,0.08,0.031,"C"
"1459",707,12,8.4,6.8,5,8.9,0.1,0.039,"D"
"1460",2150,31,5.5,38,35,21,0.01,0.004,"D"
"1461",2581,45,12,38,36,13.5,0.1,0.039,"E"
"1462",208,1,0.1,3.9,3.9,5.3,0.03,0.012,"A"
"1463",1822,14,1.5,67,19,6.2,1.1,0.433,"C"
"1464",1783,21,14,54,32,3.5,0.41,0.161,"E"
"1465",552,3.5,2.2,23.3,16.6,2.7,0.051,0.02,"C"
"1466",765,23,4.7,12.62,0.9,5.95,0.39,0.154,"C"
"1467",1379,16.1,12.5,40.5,25.9,4.4,0.23,0.091,"E"
"1468",2249,30,10,59,30,6.2,0.01,0.004,"D"
"1469",2359,45.5,5.2,17.3,2.7,18.2,8.128,3.2,"D"
"1470",2239,34.5,3.7,49.8,0.9,6.8,1.016,0.4,"C"
"1471",2205,32.9,3.8,50.8,0.8,7,2.032,0.8,"D"
"1473",85.3,0.5,0.5,4,2.8,1,0,0,"A"
"1474",91,0.2,0,3.6,2.8,1,1.1,0.433,"A"
"1475",1190,8.3,1.2,36,3.9,11,0.8,0.315,"A"
"1476",1037,2.1,0.3,50.1,0.3,6.4,1.3,0.512,"C"
"1477",1005,12,4.8,1,1,32,5.5,2.165,"D"
"1478",188,0.8,0.2,7.7,5,1.3,0.1,0.039,"B"
"1479",2527,47,29,38,22,9.4,0.1,0.039,"E"
"1480",2440,46.9,29.2,32.7,29.1,7.1,0.01,0.004,"D"
"1481",2478,49.6,30.9,27.9,23.8,7.9,0.01,0.004,"D"
"1482",142,0.5,0,5.1,3,1.7,0.07,0.028,"A"
"1485",1448,1.9,0.4,52.4,3.3,24.9,0.02,0.008,"A"
"1486",1583,6,0.6,62.95,10.7,20.47,0.06,0.024,"A"
"1487",768,11,1.4,17,3.2,3.3,1,0.394,"C"
"1488",1534,33,5,0,0,17,1.1,0.433,"D"
"1490",134,0,0,7.9,7.9,0,0.05,0.02,"B"
"1491",327,4.6,0.8,1.5,0.7,7.7,0.07,0.028,"A"
"1492",2401,61,6.1,7.5,7.2,0.9,1.2,0.472,"E"
"1493",490,3.5,0.3,14.5,0.8,5.3,0.55,0.217,"A"
"1494",1617,2.9,1.4,81.1,77.7,4.8,0.381,0.15,"D"
"1495",2359,39.4,19.5,41.1,37,7.7,1.05,0.413,"E"
"1496",1230,22,4.8,19,16,3.5,0.9,0.354,"C"
"1497",1351,1.7,0.4,59.7,2.1,12.1,0,0,"A"
"1498",1372,0,0,82,82,0,0,0,"E"
"1499",2246,37,23,34,28,11,0.03,0.012,"E"
"1501",54,0,0,2.6,2.6,0.4,0.06,0.024,"B"
"1502",192,2.9,0.5,3.5,2.2,0.8,0.9,0.354,"B"
"1503",1707,11,1.3,75,0.5,7,1,0.394,"B"
"1504",2402,44,27,33,29,7.4,0.01,0.004,"D"
"1505",2288,39.2,23.5,31.1,23.5,11.7,0.015,0.006,"E"
"1506",2300,47.6,29.8,33.2,30.2,5.8,0.03,0.012,"D"
"1507",2389,47.2,29.6,21.7,16.1,11.1,0.02,0.008,"D"
"1508",2471,49.4,30.8,27.2,23.1,8.2,0.01,0.004,"D"
"1509",2338,35.9,23,47.6,27.1,11.8,0.02,0.008,"E"
"1510",1632,0,0,96.5,68.5,0,0,0,"D"
"1511",278,2.1,0.4,8.2,7.2,3.6,0.127,0.05,"A"
"1513",1377,0,0,82.4,72,0,0,0,"D"
"1514",682,16,16,3.5,3.5,3.5,0.18,0.071,"D"
"1515",791,3,0.5,35,1,5,1,0.394,"C"
"1516",1448,22,14,32,28,4.4,0.36,0.142,"E"
"1517",192,0.8,0.1,8,6,1.2,0.01,0.004,"B"
"1519",1200,17,11,26,24,4,0.21,0.083,"D"
"1520",1481.58,18.1,10.09,41.3,1.7,6.4,1.15,0.453,"E"
"1521",1100,6,0.72,41,2.9,9.2,0.6,0.236,"B"
"1522",2276,60,13,0.5,0.5,0.4,1.9,0.748,"D"
"1525",1588,1.5,0.3,79,15,9,1,0.394,"C"
"1526",3105,82,55,0.4,0.11,0.6,0.03,0.012,"E"
"1527",192,1.6,1.1,4.8,4.8,3.1,0.13,0.051,"B"
"1528",949,0,0,55,55,0.3,0,0,"D"
"1529",1111,19,3.1,0,0,24,1.1,0.433,"C"
"1530",1651,2.5,1.3,85,32,5.5,1.1,0.433,"D"
"1532",1683,5.6,0.5,73.4,2.7,11.7,1.5,0.591,"C"
"1533",2297,32,10,60,58,4.5,0.18,0.071,"E"
"1534",105,0.4,0.063,3.6,0.42,2.9,0.201,0.079,"A"
"1535",1542,8.3,6.9,63.3,27.1,7.2,1.3,0.512,"D"
"1536",2264,35,21,45,41,7.5,0,0,"E"
"1537",1255,9.6,4.9,49,7.8,1.5,1.52,0.598,"C"
"1538",1904,33,21,48,0.5,6,0.01,0.004,"C"
"1539",713.88,0.24,0.05,18.81,1.19,22.35,0.635,0.25,"A"
"1540",129,0,0,7.3,7.2,0,0,0,"E"
"1541",2021,20,4.2,68,21,6.4,0.8,0.315,"D"
"1542",974.56,13.95,2.4,0,0,24.9,0.775,0.305,"B"
"1543",862,0,0,50,50,0.6,0,0,"D"
"1544",540,0.1,0,31,28,0.6,0,0,"B"
"1545",1989,21,2.6,60,18,8.1,0.98,0.386,"C"
"1546",2109,24,13,64,31,5.8,1.04,0.409,"E"
"1547",1554,1.8,0.4,80,1,7,1.245,0.49,"C"
"1548",715,8.5,1,19,6.4,3.4,1.1,0.433,"C"
"1549",1661,5.9,3,75,21,8.4,0.8,0.315,"C"
"1550",1862,12,3,74,31,7,0.5,0.197,"C"
"1551",3084,81,55,1.8,0.8,0.5,1.01,0.398,"E"
"1553",1008,0.1,0,59,59,0.4,0,0,"D"
"1554",481,2.5,1.7,20.7,18.6,2.4,0.15,0.059,"C"
"1555",1552,30,21,0,0,23,1.8,0.709,"D"
"1556",1201,26,10,1,1,12,1.7,0.669,"E"
"1557",1218,11,9,42,32,4,0.2,0.079,"D"
"1558",1615,6.7,0.8,64,0.8,13,1.7,0.669,"C"
"1559",1774,11.5,1.4,65.5,2,11.2,1.75,0.689,"C"
"1560",1985,18,9.5,72,38,4.3,1.1,0.433,"E"
"1561",2225,32.8,5.1,50.9,0.8,6.5,0.83,0.327,"D"
"1562",151,0.5,0,1.2,1.2,2.9,0.9,0.354,"A"
"1564",202,1.9,0.3,4.4,4,3.2,0,0,"A"
"1565",2159,40,25,30,24,9.1,0.01,0.004,"E"
"1566",2250,36,21,46,1,5.1,0.01,0.004,"D"
"1567",138,0.1,0.1,5.6,5.6,1,0.01,0.004,"A"
"1569",144,0.4,0.1,5.1,1,1.5,0.49,0.193,"A"
"1570",1546,2.1,0.3,76,0.5,7.1,2.4,0.945,"C"
"1571",2154,24,7.9,64.4,1.3,7.4,0.7,0.276,"D"
"1572",86,0.1,0,1.5,0.3,2.8,1.001,0.394,"C"
"1573",1911,17,10,70,61,3.5,0.03,0.012,"E"
"1574",305,1.7,0.3,11,9.5,3,0.19,0.075,"B"
"1577",1500,1.5,0.3,72,3.2,11.5,0.025,0.01,"A"
"1578",2562,53,6,8.8,2.3,23,0.02,0.008,"C"
"1579",186,1.1,0.1,7.6,4.4,0.7,0.1,0.039,"B"
"1580",183,0.2,0,6.8,2,1.6,0.75,0.295,"A"
"1582",617,2.5,1.4,28.8,23,1.5,0.17,0.067,"C"
"1583",617,4,2.4,24.9,24.9,1.5,0.19,0.075,"C"
"1584",2296,36,3.8,49,0.9,6.7,1.5,0.591,"D"
"1585",1712,44,5.15,4.8,1.5,0.18,0.78,0.307,"D"
"1586",2051,21,9.7,68,26,6,1.1,0.433,"E"
"1587",1643,2.8,0.6,74.8,2.6,13,0.864,0.34,"A"
"1588",1976,20.1,1.5,65,1.3,5.7,0.6,0.236,"B"
"1589",1628,1.6,0.4,83.5,9.3,6.5,0.614,0.242,"A"
"1590",556,11.6,3.4,4.4,3.5,1.3,0.9,0.354,"C"
"1591",197,1.8,0.2,4.6,4.2,3.1,0.076,0.03,"A"
"1592",923,0.7,0.1,50,31,1,0.05,0.02,"C"
"1594",3,0.5,0.1,0.5,0.5,0.5,0.01,0.004,"C"
"1595",2143.9,24.9,13.7,65.2,19.4,4.6,0.145,0.057,"D"
"1596",456,2.81,0.65,14.89,7,3.24,0.04,0.016,"B"
"1597",2231,31.1,17.3,57.2,26.3,5.3,0.6,0.236,"E"
"1598",1819,9.5,4.4,77,22,8,0.75,0.295,"D"
"1599",2086,25.4,12.2,56.8,26.1,7.4,0.71,0.28,"E"
"1600",2189,27.9,15.6,60.2,49.4,7,0.21,0.083,"E"
"1602",1593,0.6,0.2,84,8,7,1.3,0.512,"C"
"1603",196,0.8,0.1,8.3,6.3,1.4,0.07,0.028,"B"
"1605",1028,25,3.1,4.2,3.1,0.7,1.5,0.591,"D"
"1606",1805,45,5.3,5.2,3.1,1.7,1.5,0.591,"D"
"1607",1390,36,4.3,1.2,0.9,1.2,1.8,0.709,"D"
"1608",307,5.7,0.6,2.1,0.5,3.1,2.2,0.866,"C"
"1610",448,1,0.1,25.3,25.3,0.5,0.15,0.059,"C"
"1611",493,1,0.2,28.7,25.5,0.3,0.13,0.051,"C"
"1613",1081,13,1.6,19.9,1.4,13.9,1.3,0.512,"B"
"1614",909,7,1.4,24.8,1.6,11,2,0.787,"C"
"1615",1013,10.3,1.2,17.2,1.9,18.1,1,0.394,"A"
"1616",2243,35,5,46.4,0.6,6.9,1.25,0.492,"D"
"1617",2245,34.3,3.6,48.2,1,6.8,1.33,0.524,"D"
"1618",196,3.7,0.3,2.2,1.4,0.6,0.8,0.315,"C"
"1619",1988,18,1.5,74,22,2.8,0.9,0.354,"D"
"1621",2602,56.3,8.7,1.6,0.6,22.8,0,0,"C"
"1622",247,3.99,0.7,4.61,0.8,1.02,1.7,0.669,"C"
"1623",152,0.7,0.1,4.7,0,2.7,2.3,0.906,"C"
"1624",127,0.6,0.2,4.3,0,1.9,1.7,0.669,"C"
"1625",1930,17,2,65,2.6,8.4,2.2,0.866,"C"
"1626",149,0.5,0,3,1,3.8,0.02,0.008,"A"
"1634",1030,1.1,0.2,47.3,3.1,9.7,1.4,0.551,"C"
"1635",1950,18,1.7,67,17,6.4,1.6,0.63,"D"
"1636",1875,18,4,57,21,8,0.6,0.236,"C"
"1637",1079,19.4,3.6,10.3,0.1,6.6,1.3,0.512,"C"
"1638",1573,2.4,1.5,78,70,6.8,0.14,0.055,"C"
"1639",185,0,0,7,2,2,0.75,0.295,"A"
"1640",59,0,0,1.3,0,1.8,1,0.394,"C"
"1641",324,0,0,16,6.1,1.7,0.08,0.031,"A"
"1642",55,0,0,1.9,0.6,0.6,0.02,0.008,"A"
"1643",743,1.8,0.2,35.9,0.1,3.6,0.2,0.079,"B"
"1644",181.5,2.5,0.6,3.5,2.5,0.5,0.09,0.035,"B"
"1645",1563,1.38,0.21,61.3,5.9,22.3,0.42,0.165,"A"
"1646",996.28,8.98,1.44,22.22,2.21,14.92,1.65,0.65,"B"
"1647",337,1.7,0.3,13,9.2,3.2,0.08,0.031,"B"
"1648",329,1.8,0.3,12,8.7,3.2,0.09,0.035,"B"
"1650",827,11,1.6,0.8,0.5,22,2.2,0.866,"D"
"1651",595,8,1.5,0.4,0.4,16,0.01,0.004,"A"
"1652",134,1.7,0.3,1,0.7,3.1,0.06,0.024,"A"
"1653",167,0.9,0.2,6.3,4.7,1.3,0.1,0.039,"B"
"1654",2155,26,9.2,61.5,27,6.4,0.95,0.374,"E"
"1655",3700,100,15,0,0,0,0,0,"D"
"1656",2226,32,21,52,45,5.5,0.08,0.031,"E"
"1657",2226,32,21,52,45,5.5,0.08,0.031,"E"
"1658",157,0.9,0.1,2.3,1.4,3.3,0.03,0.012,"A"
"1662",1490,1.3,0.4,77,0.3,6.9,0,0,"A"
"1663",747,7.7,0.8,25,3.8,1.7,0.2,0.079,"B"
"1664",680,6,2.3,21,2.9,5.2,1,0.394,"C"
"1665",1820,14,1.5,57,3.5,14,1.12,0.441,"B"
"1666",752,0.9,0.2,34.9,11.4,4.7,0,0,"A"
"1667",2192,30.1,4.2,48,32,10.6,0.1,0.039,"D"
"1668",1791,7.7,3.1,68.8,5.6,16.1,0.88,0.346,"C"
"1669",1268,26,18,0.5,0.5,18,1.4,0.551,"D"
"1670",2055,22,2.2,64,0.3,6.9,1.4,0.551,"C"
"1671",2204,30.2,2.9,55.7,2.8,7.3,1.37,0.539,"D"
"1672",1989,36,23,45,1,6,0.16,0.063,"C"
"1673",918.07,9.95,1.55,17.14,1.73,13.26,1.37,0.539,"A"
"1674",133,1.7,0.3,1,0.7,3.1,0.06,0.024,"A"
"1675",52,1.1,0.1,0.1,0.1,0.4,0.13,0.051,"B"
"1676",850.3,10.65,1.75,8.29,0.59,18.55,0.93,0.366,"A"
"1677",229,1.7,0.3,6.5,6.4,3,0.14,0.055,"B"
"1678",136,1.1,0.2,3.5,2.9,2.1,0.1,0.039,"A"
"1679",551,14,2.2,0,0,0.5,2.5,0.984,"C"
"1680",810.92,9.06,1.52,11.13,2.1,14.81,1.2,0.472,"A"
"1681",286,0.96,0.36,1.69,1.69,13.22,0.54,0.213,"A"
"1682",214,1.7,0.3,5.9,4.1,1.8,0.6,0.236,"A"
"1683",200,2.3,0.3,5.3,0.6,1.1,1,0.394,"C"
"1684",200,2.3,0.3,5.3,0.6,1.1,1,0.394,"C"
"1685",1293,21.2,16,25.6,22.8,3.8,0.06,0.024,"D"
"1686",1526,2,0.3,72,2,12,0.025,0.01,"A"
"1687",192,2.1,0.2,5.4,3.8,0.9,0.25,0.098,"B"
"1688",1139,17,6.3,5,5,26,4,1.575,"E"
"1689",2127.62,26.4,3.66,61.5,28,6.3,0.15,0.059,"D"
"1690",2127.62,26.5,3.5,60.2,22,7.4,0.08,0.031,"D"
"1691",1412,1.7,0.4,50,1.2,26,0.01,0.004,"A"
"1693",1959,18,2,70,20,3.4,0.95,0.374,"C"
"1696",48,0.1,0.1,0.9,0.8,0.4,1.98,0.78,"C"
"1697",358,0.1,0.1,12.1,2.5,6,0.47,0.185,"B"
"1698",1904,17,3.4,63,20,7.9,0.69,0.272,"C"
"1699",1820,10,5,77,21,6.9,0.78,0.307,"D"
"1700",2021,22,10,61,22,7,1,0.394,"D"
"1701",2025,21,10,66,18,6,1.6,0.63,"E"
"1702",183,2,0.3,2.8,2.8,3.4,0.15,0.059,"A"
"1703",1577,7.1,1.3,61.5,1,11.1,0.01,0.004,"A"
"1704",1105,19.8,2.9,5.6,0.2,14.9,1.8,0.709,"D"
"1705",191,0.9,0.1,7,4.2,1.3,0.09,0.035,"A"
"1706",631,16,3,0.1,0.1,1,4,1.575,"D"
"1707",169,0.7,0.1,7.9,2.1,0.5,0.6,0.236,"B"
"1708",222,0.9,0.09,0.7,2.3,4.3,0.09,0.035,"A"
"1709",1615,1.6,0.2,83.6,0,7,1.4,0.551,"C"
"1710",2179,32,3.9,49,1,7.1,1.4,0.551,"C"
"1711",2224,34,4,51,0.6,9,0.25,0.098,"C"
"1712",2247,37,4,46,0.3,5,0.25,0.098,"C"
"1713",2247,37,4,46,0.3,5,0.25,0.098,"C"
"1716",2243,35,5,46.4,0.6,6.9,1.25,0.492,"D"
"1717",2235,31.4,3.1,55,0.5,7.3,1.13,0.445,"D"
"1719",1820,10,5,77,21,6.9,0.78,0.307,"D"
"1720",3365,91,14,0,0,0,0,0,"D"
"1722",1251,2.52,0.26,56.2,0.32,17.5,0.01,0.004,"A"
"1725",1263,25.3,4,7.5,0.02,6.8,1,0.394,"B"
"1726",1965,22.6,3.9,57.8,2.1,7,0.64,0.252,"C"
"1727",2059,53,7.9,0.1,0.1,1.9,2.7,1.063,"E"
"1728",2409,40,4.1,39,38,13,1.3,0.512,"E"
"1729",2173,27.9,5.4,51.9,47.1,12.5,1,0.394,"E"
"1730",2299,34.5,3.8,45.9,40.9,11.5,1.35,0.531,"E"
"1731",387,6.8,2,4.7,3.1,1.7,1.59,0.626,"C"
"1732",1601,1,0.3,76.9,0.2,11.5,0.03,0.012,"A"
"1733",506,4.3,1.5,17.2,1.6,2.2,1.64,0.646,"C"
"1734",2213,32,21,52,48,5,0.13,0.051,"E"
"1735",583,12,1.6,6.3,3.8,1.8,0.23,0.091,"B"
"1736",397,1.9,0.3,11,0.5,5.7,0.53,0.209,"B"
"1737",209,1.9,0.3,2.3,0.2,4.2,0.1,0.039,"A"
"1738",196,0.8,0.1,8.3,6.3,1.4,0.07,0.028,"B"
"1739",471,2.1,0.6,18.6,15.8,3.5,0.1,0.039,"B"
"1740",329,1.7,0.3,12,11,3,0.08,0.031,"B"
"1742",968,0,0,55,52,0.5,0,0,"C"
"1743",958,2.6,0.7,41,3.3,9.3,0.91,0.358,"A"
"1744",2433,42,14,41,40,8.1,0.1,0.039,"E"
"1746",605,6.1,0.6,14,1.4,6.9,1.14,0.449,"A"
"1747",333,2.4,0.3,10.1,9.5,4.1,0.06,0.024,"B"
"1748",190,2.9,0.4,0,0,4.8,0.1,0.039,"A"
"1749",944,15.5,2.4,2.8,0.6,18.5,1.7,0.669,"D"
"1750",800,11.3,2,2.2,0.4,19.2,1.7,0.669,"C"
"1751",1904,17,3.4,63,20,7.9,0.56,0.22,"C"
"1752",1904,15,7,72,22,6.2,1,0.394,"E"
"1753",2091,24.4,10.5,60.3,22.4,7.5,0.17,0.067,"E"
"1754",2056,22,11,65,6,6.9,1.9,0.748,"E"
"1755",2133,26,15,61,31,6,0.5,0.197,"E"
"1756",2025,21,10,66,18,6,1.6,0.63,"E"
"1757",2242,29,16,61,20,6.5,0.95,0.374,"E"
"1758",1822,13,1.3,72,22.2,5.5,1.5,0.591,"D"
"1759",2051,21,9.7,68,26,6,1.1,0.433,"E"
"1760",125,0,0,7.1,1.5,0,0.01,0.004,"B"
"1761",1740,8,1.6,77,24,7,0.75,0.295,"D"
"1762",702,10.7,2.1,0.1,0,16,1.016,0.4,"A"
"1763",662,10.1,2.2,0.1,0.1,16.6,0.051,0.02,"A"
"1764",2130,26,14,61,37,4.5,1.05,0.413,"E"
"1765",2301,59.1,6.5,6.3,1.3,0.1,1,0.394,"D"
"1766",2293,35.5,16.9,46,44.1,8,0.076,0.03,"E"
"1768",315,0.1,0.1,8.3,4.3,7.5,15.7,6.181,"C"
"1769",797,0.1,0.1,41.8,36.5,4.5,7.4,2.913,"E"
"1770",185,0.5,0.13,4.4,0.3,3.6,0.05,0.02,"A"
"1771",53.55,0.1,0.01,2.5,2,0.44,0.004,0.002,"B"
"1772",400,0,0,23,21,0,0.02,0.008,"C"
"1773",1153,10,1.8,41,25,3.9,0.75,0.295,"C"
"1774",75,0.3,0.08,3.1,2.5,1.2,0.02,0.008,"A"
"1775",1485,1.55,0.36,74.4,1,8.81,0.01,0.004,"A"
"1776",1488,0.1,0,87,0,0.3,0.08,0.031,"C"
"1777",1446,1.9,0.3,63,0.7,14,0.01,0.004,"A"
"1778",459,6.9,1.2,0.9,0.5,11.1,0.04,0.016,"A"
"1779",253,0.7,0.1,12.1,11.1,1,0.03,0.012,"E"
"1780",290,0.2,0.1,15.7,8,0.1,2,0.787,"C"
"1781",2033,31,18,51,1,8.2,0.21,0.083,"D"
"1782",2116,23.5,3.5,66.8,18.4,6.5,0.3,0.118,"D"
"1783",90,0.5,0.2,0.8,0.1,2.4,0.17,0.067,"A"
"1784",265,1.2,0.2,12.4,5.2,0.6,0.09,0.035,"B"
"1785",181,1.2,0.3,6.3,4.7,1.9,0.076,0.03,"B"
"1786",357,4,0.4,11,6.1,1.3,0.08,0.031,"B"
"1787",121,1.6,0.2,3.1,3.1,0.4,0.13,0.051,"B"
"1788",2263,37.5,23.2,40.8,35,7.2,0.1,0.039,"D"
"1789",181,0,0,10.4,10.3,0,0,0,"E"
"1790",349,0.4,0.1,13,0.9,5.6,0.6,0.236,"B"
"1791",1301,3,1.2,8.5,1.5,2,0.55,0.217,"C"
"1792",341,0.3,0,4.8,0,7.1,1.9,0.748,"B"
"1793",147,0.4,0.1,4.6,0.9,2.1,0.27,0.106,"A"
"1794",616,0.7,0.3,30,4.9,3.9,0.8,0.315,"B"
"1795",1820,10,5,77,21,6.9,0.78,0.307,"D"
"1796",1820,10,5,77,21,6.9,0.78,0.307,"D"
"1797",707,18,3.3,0.5,0,1.2,3,1.181,"D"
"1798",1514,1.4,0.2,73,1.5,12,0,0,"A"
"1799",355,2.1,0.3,12.3,11.7,3.8,0.1,0.039,"B"
"1800",330,2.1,0.3,11,10.4,3.8,0.1,0.039,"B"
"1801",598.96,0.34,0.07,14.6,0.82,19.7,0.34,0.134,"A"
"1803",1982,18,8.7,70,21,6.4,0.65,0.256,"D"
"1804",2215,27.5,23.1,64,24,5,1.25,0.492,"E"
"1805",2022,20,11,68,20,6,0.5,0.197,"E"
"1806",1859,12.3,1.2,76.4,26.7,5.5,1.016,0.4,"D"
"1807",1985,18,9.5,72,38,4.3,1.1,0.433,"E"
"1808",1916,15,1.5,72,18,6.5,0.309,0.122,"C"
"1809",1935,17,1.8,68,23,6.3,0.43,0.169,"D"
"1810",1930,16,1.5,75,21,1.9,0.43,0.169,"C"
"1811",1935,17,1.8,68,23,6.3,0.43,0.169,"D"
"1812",804,8.6,1.1,5.2,1.5,21.5,1.2,0.472,"A"
"1813",1762,8.6,0.9,77,24,7,0.75,0.295,"D"
"1814",1740,7.8,0.8,78,23,6,0.9,0.354,"D"
"1815",2011,21,10,64,18,6.7,1.3,0.512,"D"
"1816",2133,26,15,61,31,6,0.5,0.197,"E"
"1817",1714,13,1.1,48,2.2,18,0.737,0.29,"A"
"1819",662,1.7,0.4,29.7,4.9,4.5,0.72,0.283,"C"
"1820",1134,22.2,1.8,12.1,0.5,5.2,1.65,0.65,"D"
"1821",1120,22.4,2,11.2,0.3,5.1,1.16,0.457,"C"
"1822",1134,22.5,1.9,11.8,0.8,5.2,0.99,0.39,"C"
"1823",1467,7.3,1.4,60,0.6,8.5,0.4,0.157,"B"
"1824",2188,32.9,20.8,43,39,8.9,0.1,0.039,"E"
"1825",1298,0,0,78,70,0,0.05,0.02,"D"
"1826",1459,0.9,0.2,75.3,0.5,7.6,0,0,"A"
"1828",2040,24,14,58,38,5.9,0.38,0.15,"E"
"1829",365,2.6,0.4,11,10,3.8,0.08,0.031,"A"
"1830",1924,18,3.6,62,20,7.9,0.73,0.287,"C"
"1831",2133,26,15,61,31,6,0.49,0.193,"E"
"1832",2133,26,15,61,31,6,0.49,0.193,"E"
"1833",1945,21.5,4.5,56,23.5,7,0.9,0.354,"D"
"1834",689,1,0.55,34,10.94,4.3,0.6,0.236,"B"
"1835",1101,22.7,4,5.3,1.4,5.8,1,0.394,"B"
"1836",318,2.1,0.4,9,0.5,3.8,0.8,0.315,"B"
"1837",741,6.5,0.6,17,1.5,7.8,1.2,0.472,"A"
"1838",515,3,0.4,18,2.8,4,1,0.394,"A"
"1839",612,5.5,0.7,15,1.1,4.5,1.2,0.472,"A"
"1840",657,3.5,0.6,25,2.2,4.6,0.8,0.315,"A"
"1841",878,7.1,0.8,30,5.2,4.3,0.87,0.343,"A"
"1842",171,1.7,0.3,2.9,2.6,3.1,0.1,0.039,"A"
"1843",1356,1.5,0.3,60.3,3.4,7.4,0.19,0.075,"A"
"1844",1406,2.55,0.45,64,0.54,13.2,0.005,0.002,"A"
"1845",2162,42,26,34,0.5,9,0.16,0.063,"D"
"1846",647,2.2,0.4,30.6,1,2.4,1.2,0.472,"C"
"1847",2414,45.6,9.4,14.2,0.3,24.4,0.053,0.021,"D"
"1848",181,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"1849",240,0.4,0.2,8.3,7.6,4.7,0.13,0.051,"A"
"1850",970,3,0.5,40,4.5,10,1.2,0.472,"A"
"1851",714,10.6,7.4,14.5,14.2,3.4,0.1,0.039,"C"
"1852",1067,2.2,0.5,48,5,9,1.1,0.433,"A"
"1853",919,1.8,0.3,41.8,1.1,6.8,1.26,0.496,"C"
"1854",1045,10,1.2,33,5.4,4.9,1.3,0.512,"B"
"1855",941,6.8,0.7,33,3.1,5.4,0.91,0.358,"A"
"1856",194,1.6,1.2,4.8,4.8,3.1,0.13,0.051,"B"
"1857",339,1,0.34,4,2,14,3.556,1.4,"D"
"1858",1469,2.6,0.6,71,0.6,8.1,0,0,"A"
"1859",2397,49.7,3.9,23.4,0.3,17.7,0.011,0.004,"B"
"1860",273.5,9.9,1.2,4.2,1.2,2,2.2,0.866,"C"
"1861",65,0.3,0.1,0.5,0.4,1.8,0.03,0.012,"A"
"1862",195,0.1,0.1,3.5,3.5,8,0.102,0.04,"A"
"1863",2597,55,8.1,9.3,0.2,19,0.1,0.039,"D"
"1864",1688,7.7,1.9,61.5,1.7,15.1,0.06,0.024,"B"
